Source_Name,RA,DEC,GLON,GLAT,Signif_Avg,Flux1000,Unc_Flux1000,Energy_Flux1000,Unc_Energy_Flux1000,SpectrumType,PL_Index,Unc_PL_Index,Pivot_Energy,LP_Index,Unc_LP_Index,LP_Beta,Unc_LP_beta,Flags,CLASS,ASSOC1,ASSOC_PROB_BAY,ASSOC_PROB_LR,Counterpart_Catalog,RA_Counterpart,DEC_Counterpart,Unc_Counterpart,VLBI_Counterpart,Gaia_Counterpart,Gaia_G_Magnitude,Redshift,SED_class,nu_syn,nuFnu_syn,Variability_Index,Frac_Variability,Unc_Frac_Variability,Highest_energy
4FGL J0357.0-4955,59.2608,-49.9326,258.6923,-48.074566,16.810406,4.2260032E-10,3.9868872E-11,4.7339285E-12,4.2654744E-13,PowerLaw,2.1343212,0.06731109,1443.2802,2.0504105,0.095871516,0.102116816,0.055228177,0,bll,PKS 0355-500,0.9997677,0.9582175,bzcat,59.2507743917,-49.9301731944,5.7E-06,RFC J0357-4955,Gaia DR2: 4829716837753457536,17.1427,0.643,ISP,630957340000000.0,1.916386E-12,9.479532,0.1378123,0.15232949,42.8643
4FGL J0407.5+0741,61.8921,7.6998,183.88928,-31.141087,15.792367,7.690183E-10,6.853281E-11,9.242746E-12,7.652447E-13,PowerLaw,2.2863708,0.060518872,1227.6862,2.256163,0.07334334,0.058892317,0.040142797,0,bll,TXS 0404+075,0.9987593,0.95485026,bzcat,61.8711945083,7.70207530556,9.5E-08,RFC J0407+0742,Gaia DR2: 3298357282138391808,18.4105,1.133,LSP,6918310000000.0,1.2151476E-12,33.561485,0.4446478,0.14829978,25.2408
4FGL J0409.8-0359,62.4629,-3.9865,195.88716,-37.37893,15.91627,6.4946737E-10,6.551428E-11,4.001383E-12,5.8693474E-13,LogParabola,2.0752456,0.07308809,1617.8016,1.6942784,0.18443508,0.3042922,0.12385542,0,bll,NVSS J040946-040003,0.9988583,0.0,bzcat,62.4441103667,-4.00098706944,3.7E-07,RFC J0409-0400,Gaia DR2: 3251745685701626624,17.9758,-inf,ISP,120226444000000.0,2.4871101E-12,29.069622,0.570443,0.19460766,10.0
4FGL J0416.9+0105,64.2269,1.088,191.8219,-33.153397,19.532457,7.1481926E-10,6.537525E-11,8.324766E-12,7.7554255E-13,PowerLaw,1.8892323,0.066049404,3493.3984,1.9108729,0.06712641,-0.018981552,0.026800076,0,bll,1ES 0414+009,0.99982816,0.9968936,bllac,64.2187271,1.089972025,1.6E-07,RFC J0416+0105,Gaia DR2: 3255862669552953600,16.3924,0.287,HSP,4.8977883E+16,1.114528E-11,9.755489,0.1948034,0.15440997,256.636
4FGL J0424.7+0036,66.1945,0.6028,193.58473,-31.77712,35.18463,1.7223588E-09,8.469133E-11,1.9591353E-11,8.9860796E-13,PowerLaw,2.183871,0.038439248,1426.8925,2.142677,0.048288804,0.047546774,0.025556311,0,bll,PKS 0422+00,0.99990463,0.99113655,bllac,66.1951752667,0.601758188889,6.8E-08,RFC J0424+0036,Gaia DR2: 3254893965448113024,15.752,0.268,LSP,46773515000000.0,9.233642E-12,39.70895,0.28793555,0.0926432,48.7251
4FGL J0424.9-5331,66.2498,-53.5257,262.19254,-43.01426,28.935822,8.25262E-10,5.180622E-11,9.719711E-12,5.166097E-13,PowerLaw,2.2547028,0.04438507,1008.5804,2.1922576,0.06179467,0.09321457,0.039890442,0,bll,PMN J0425-5331,0.9998372,0.9623433,bzcat,66.2678048375,-53.5328498139,5.9E-07,RFC J0425-5331,Gaia DR2: 4780664428582437760,16.6362,0.39,LSP,83176380000000.0,4.2130054E-12,54.48037,0.39853603,0.12135691,19.1922
4FGL J0428.6-3756,67.173,-37.9403,240.71034,-43.614655,221.24936,2.3987205E-08,2.8088393E-10,2.138448E-10,2.9674683E-12,LogParabola,2.099066,0.0070545147,814.90155,1.9943568,0.01233384,0.085514136,0.0056861276,0,bll,PKS 0426-380,0.9999713,0.9997911,cgrabs,67.1684344625,-37.9387723944,7.5E-08,RFC J0428-3756,Gaia DR2: 4865661388990395264,16.6037,1.11,LSP,4786301000000.0,7.1447657E-12,2683.0527,0.4421636,0.118521184,115.754
4FGL J0430.3-2507,67.5751,-25.1283,223.61865,-41.228725,13.098696,3.8013087E-10,4.4871103E-11,4.228737E-12,4.939361E-13,PowerLaw,2.0922585,0.09031058,1918.1462,2.039072,0.11829187,0.056968097,0.05988688,0,bll,PMN J0430-2507,0.99971396,0.9495303,bzcat,67.5668169,-25.1274892472,4.1E-07,RFC J0430-2507,Gaia DR2: 4893129251036870400,17.2543,0.516,ISP,451855960000000.0,1.1193606E-12,7.941726,0.10554568,0.29065755,24.5266
4FGL J0431.8+7403,67.9517,74.0552,136.58528,17.369314,17.643522,5.1649707E-10,4.5614477E-11,5.7805696E-12,5.1398095E-13,PowerLaw,1.993205,0.065148994,2753.7134,1.9618691,0.0810437,0.029743113,0.04001936,0,bll,GB6 J0431+7403,0.9996796,0.9575116,whsp2,67.937817075,74.0574213806,7.1E-07,RFC J0431+7403,Gaia DR2: 501978941285259264,17.9611,-inf,HSP,3890451400000000.0,1.5061597E-12,17.245344,0.29720598,0.13745543,77.8493
4FGL J0434.7+0922,68.6886,9.3783,186.95619,-24.764427,16.752903,7.147003E-10,6.5908924E-11,7.9780635E-12,7.409858E-13,PowerLaw,2.0062711,0.06925577,2632.022,1.9807403,0.089906,0.020622103,0.04099162,0,bll,TXS 0431+092,0.99178475,0.85803723,crates,68.6707945792,9.39686613056,8.4E-07,RFC J0434+0923,Gaia DR2: 3293576227622343680,17.9074,-inf,,0.0,0.0,27.186863,0.44006327,0.15846877,119.618
4FGL J0440.8+2749,70.2204,27.8319,172.56613,-12.21581,15.90024,8.052402E-10,7.540695E-11,8.949967E-12,8.427166E-13,PowerLaw,2.0813515,0.06996846,2747.5002,2.0188572,0.0966573,0.07435222,0.048264626,0,bll,B2 0437+27B,0.99966663,0.9218224,bzcat,70.2098539167,27.8463597472,2.1E-07,RFC J0440+2750,Gaia DR2: 157658903587531648,18.4278,-inf,ISP,334965440000000.0,2.050893E-12,9.667963,0.1780495,0.15624441,23.0219
4FGL J0448.6-1632,72.1516,-16.5483,215.0361,-34.439285,23.367413,7.84446E-10,5.871061E-11,9.031048E-12,7.360898E-13,PowerLaw,1.9119223,0.05269682,2379.5593,1.842372,0.07488759,0.06337255,0.035132382,0,bll,RBS 0589,0.99994975,0.9877456,bllac,72.1567769417,-16.5453451944,4.1E-07,RFC J0448-1632,Gaia DR2: 2980716756649782016,18.4899,0.32,HSP,1.8535316E+16,3.3891438E-12,17.143627,0.263052,0.11695065,141.448
4FGL J0449.4-4350,72.3582,-43.835,248.80428,-39.914944,118.8581,1.001609E-08,1.8441423E-10,1.0391273E-10,2.589236E-12,LogParabola,1.8452494,0.011808901,1604.8765,1.7484962,0.020200502,0.054312814,0.0075253295,0,bll,PKS 0447-439,0.9999899,0.9954133,bllac,72.3529092792,-43.8358228333,7.4E-07,RFC J0449-4350,Gaia DR2: 4814500219596967296,14.2037,0.205,HSP,4466836000000000.0,2.667049E-11,55.202255,0.12255252,0.037468225,444.037
4FGL J0505.6+0415,76.4042,4.266,196.1773,-21.190577,14.457587,5.571361E-10,7.092469E-11,6.4225942E-12,7.685967E-13,PowerLaw,1.9091542,0.08957826,4545.4824,1.8023556,0.12615083,0.090893716,0.06527296,0,bll,MG1 J050533+0415,0.99979454,0.98589545,bllac,76.3948711583,4.26516068889,2.6E-07,RFC J0505+0415,Gaia DR2: 3238562403846092288,17.8661,0.0272,HSP,3019951800000000.0,2.3161037E-12,9.266216,0.19774383,0.20344982,104.422
4FGL J0506.9-5435,76.748,-54.5875,262.42432,-36.769836,23.891956,4.8224025E-10,4.768092E-11,6.7925444E-12,7.794048E-13,LogParabola,1.6371944,0.05660817,4069.419,1.3563255,0.11830558,0.14783435,0.050545502,0,bll,1ES 0505-546,0.9999547,0.9929727,bzcat,76.740903575,-54.5843951111,5.1E-06,RFC J0506-5435,Gaia DR2: 4770756969823322496,17.6981,0.26,HSP,1.659587E+16,4.5205888E-12,15.140668,0.28278112,0.14052635,130.339
4FGL J0507.9+6737,76.9956,67.6223,143.79837,15.89273,55.36612,1.659293E-09,7.114807E-11,2.583343E-11,1.1836916E-12,PowerLaw,1.5784763,0.025349358,6321.659,1.5449245,0.031564973,0.028335528,0.013319968,0,bll,1ES 0502+675,0.99998367,0.9977744,bllac,76.9840495292,67.6234000972,1.9E-07,RFC J0507+6737,Gaia DR2: 482999931779435264,16.9326,0.416,HSP,9.440609E+16,1.9117232E-11,39.183895,0.25501558,0.08297201,609.534
4FGL J0509.4+0542,77.3593,5.7014,195.39853,-19.63078,77.42799,5.9928187E-09,1.6058556E-10,5.7225894E-11,2.004703E-12,LogParabola,2.0751286,0.019061381,1126.4865,1.9898329,0.030525543,0.0512963,0.012547624,0,bll,TXS 0506+056,0.99989384,0.99018484,bllac,77.3581852833,5.69314818611,8.2E-08,RFC J0509+0541,Gaia DR2: 3239205274549727488,15.3221,0.3365,ISP,354813400000000.0,2.0160625E-11,245.9099,0.387202,0.10633845,159.309
4FGL J0509.6-0402,77.4217,-4.0366,204.55038,-24.420313,8.347301,2.9202718E-10,5.1776725E-11,3.2534164E-12,5.6171333E-13,PowerLaw,2.0187516,0.14577527,3623.9802,2.0888617,0.12055518,-0.050706413,0.043887522,0,bll,1H 0506-039,0.9990356,0.9820472,bllac,77.4090791125,-4.01269116389,1.6E-06,RFC J0509-0400,Gaia DR2: 3212161373019375104,18.4883,0.304,HSP,1.5135612E+17,5.0458227E-12,10.26006,0.34660384,0.28852844,15.7269
4FGL J0515.8+1527,78.953,15.4614,187.69286,-13.064665,27.653095,1.4904319E-09,9.223724E-11,1.700709E-11,1.0594864E-12,PowerLaw,1.9319812,0.043770023,3265.36,1.8595836,0.059763674,0.08255462,0.030835848,0,bll,GB6 J0515+1527,0.9998797,0.9158413,bzcat,78.9473052625,15.4546089694,1.8E-07,RFC J0515+1527,Gaia DR2: 3393583506022173952,17.9446,-inf,ISP,168849600000000.0,1.8518167E-12,22.441896,0.26746935,0.10297097,67.5594
4FGL J0516.7-6207,79.1798,-62.1248,271.5182,-34.76383,55.95661,2.360041E-09,8.6152016E-11,2.3266784E-11,1.0428786E-12,LogParabola,2.1619802,0.025501482,876.9696,2.0914314,0.036501616,0.04811412,0.016723143,0,bll,PKS 0516-621,0.99987817,0.9837936,cgrabs,79.1871923708,-62.1181636917,6.8E-08,RFC J0516-6207,Gaia DR2: 4760519073459445376,18.0989,1.3,LSP,4591980000000.0,3.274847E-12,144.00443,0.37843245,0.10617636,55.0113
4FGL J0536.4-3343,84.1146,-33.7231,238.2274,-29.408272,21.761732,8.539747E-10,8.496313E-11,1.0895137E-11,9.65749E-13,PowerLaw,1.7624635,0.06102593,6837.5474,1.6455876,0.09086496,0.11654439,0.047782123,0,bll,1RXS J053629.4-334302,0.9999263,0.98879534,bllac,84.121114775,-33.7173509806,6.7E-07,RFC J0536-3343,Gaia DR2: 2900813386936283392,17.0216,0.34,HSP,1.3803842E+16,7.534371E-12,13.664205,0.20651494,0.12995379,100.148
4FGL J0537.7-5717,84.4251,-57.2909,265.5496,-32.395054,13.24895,3.8573778E-10,4.2334067E-11,4.2905787E-12,4.748003E-13,PowerLaw,2.032491,0.08102082,2260.2708,1.8613969,0.15295482,0.18607427,0.10132241,0,bll,1RXS J053749.3-571844,0.99887615,0.8763128,bzcat,84.4539633375,-57.3083584611,1.3E-05,RFC J0537-5718,Gaia DR2: 4766162218106207616,17.6355,1.55,HSP,2238721100000000.0,2.1143115E-12,12.805707,0.29003423,0.16128391,20.0777
4FGL J0538.8-4405,84.7089,-44.0862,250.0831,-31.090376,217.27266,2.1001574E-08,2.5171012E-10,1.9930405E-10,2.6042855E-12,LogParabola,2.1060438,0.006986289,614.58795,2.016262,0.010363903,0.061614204,0.0047053355,0,BLL,PKS 0537-441,1.0,0.99991584,identified,84.7098398292,-44.0858163639,6.8E-08,RFC J0538-4405,Gaia DR2: 4802492418750413568,17.3623,0.892,LSP,6237348400000.0,2.4626008E-11,6703.2,0.7278705,0.19471705,104.315
4FGL J0540.5+5823,85.1481,58.3879,153.94315,14.26477,18.769539,6.4993316E-10,5.817491E-11,7.389258E-12,6.4749405E-13,PowerLaw,1.9411583,0.0641632,3667.2515,1.947925,0.06531334,-0.0068404023,0.026002588,0,bll,GB6 J0540+5823,0.9997777,0.9885507,bzcat,85.1250400333,58.3940154333,3.1E-07,RFC J0540+5823,Gaia DR2: 269622035205094784,17.7881,-inf,HSP,3.273407E+16,5.2734037E-12,14.262736,0.26098424,0.13634512,73.3222
4FGL J0550.5-3216,87.6252,-32.2771,237.55965,-26.182005,11.807446,3.0348746E-10,4.2284922E-11,3.539139E-12,5.0443146E-13,PowerLaw,1.8867774,0.10136077,3467.021,1.8860201,0.12795225,0.0007257244,0.05425966,0,bll,PKS 0548-322,0.9970006,0.97666717,bllac,87.6690433167,-32.271245675,7.6E-07,RFC J0550-3216,Gaia DR2: 2902608000368235904,16.8651,0.069,HSP,2.2908677E+17,1.6543714E-11,5.983493,0.0,10.0,126.927
4FGL J0553.5-2034,88.3909,-20.5777,225.74391,-21.61963,17.787151,5.9016386E-10,5.3994278E-11,6.6576493E-12,6.3224165E-13,PowerLaw,1.9634905,0.063738324,2426.2556,1.8653989,0.09642723,0.11727746,0.053323522,0,bll,NVSS J055333-203417,0.9997521,0.97407687,bzcat,88.3880144,-20.5719107472,3E-06,RFC J0553-2034,Gaia DR2: 2965825658358635008,17.596,-inf,HSP,2065380100000000.0,1.5880054E-12,10.996358,0.2064914,0.14155371,141.133
4FGL J0558.0-3837,89.5233,-38.6317,244.8504,-26.426046,20.644451,6.167098E-10,5.2685502E-11,7.220469E-12,6.5061005E-13,PowerLaw,1.8796622,0.062358506,3173.3657,1.8216519,0.08487318,0.056924127,0.04115651,0,bll,EXO 0556.4-3838,0.99990433,0.98985445,bllac,89.5267977917,-38.6421080417,4.2E-07,RFC J0558-3838,Gaia DR2: 2883627371655872512,16.5823,0.302,HSP,3.801894E+16,8.939907E-12,15.017681,0.27779216,0.13923143,57.623
4FGL J0558.8-7459,89.7236,-74.992,286.0851,-29.525179,17.742819,5.955039E-10,5.1303236E-11,6.6190027E-12,5.717243E-13,PowerLaw,2.0416632,0.06661661,2436.518,1.982074,0.08876787,0.055322118,0.044743635,0,bll,PKS 0600-749,0.999858,0.96466774,bzcat,89.6918322167,-74.9847795583,1.9E-07,RFC J0558-7459,Gaia DR2: 4649978847328562560,17.7652,-inf,LSP,56234133000000.0,2.3019453E-12,16.64808,0.25858513,0.12544392,59.1138
4FGL J0604.1-4816,91.0477,-48.2797,255.68295,-27.4895,12.462549,2.7791053E-10,4.201764E-11,3.4769767E-12,5.1633334E-13,PowerLaw,1.7852399,0.09737967,5014.9365,1.7240224,0.12951516,0.07409798,0.061808765,0,bll,1ES 0602-482,0.9997292,0.98086345,bzcat,91.0359259375,-48.2903198806,4E-06,RFC J0604-4817,Gaia DR2: 5554387806111660160,17.8771,0.37,HSP,3.60994E+16,5.1712913E-12,12.531393,0.44416752,0.22130091,60.8081
4FGL J0607.4+4739,91.8571,47.6635,165.62958,12.865923,52.261555,2.8952916E-09,1.0404206E-10,2.537369E-11,1.1773775E-12,LogParabola,2.0381496,0.024314536,1256.6462,1.9142638,0.03788019,0.08544336,0.017731588,0,bll,TXS 0603+476,0.99994093,0.98890257,bzcat,91.8468958167,47.6630394694,1E-07,RFC J0607+4739,Gaia DR2: 969524309420971392,16.8288,-inf,LSP,54954086000000.0,7.1795794E-12,46.30267,0.21472445,0.06780864,95.5673
4FGL J0609.2-0247,92.3114,-2.7954,210.60101,-10.659151,19.152643,8.444499E-10,8.656097E-11,7.880712E-12,9.463079E-13,LogParabola,1.8606355,0.061734486,3378.192,1.6298152,0.11575786,0.17648059,0.061522856,0,bll,NVSS J060915-024754,0.9999792,0.96471673,bzcat,92.312780475,-2.79852204167,3.9E-07,RFC J0609-0247,Gaia DR2: 3024879805112976384,17.5869,-inf,,0.0,0.0,7.200929,0.0,10.0,65.8474
4FGL J0610.1-1848,92.5455,-18.8076,225.61806,-17.328075,12.918276,4.806919E-10,5.280327E-11,6.1362486E-12,6.1781857E-13,PowerLaw,2.362991,0.077678375,1106.3416,2.3151283,0.102000356,0.07948466,0.059579216,0,bll,PMN J0610-1847,0.9968845,0.9281055,bzcat,92.5745253542,-18.7944698722,1.7E-07,RFC J0610-1847,Gaia DR2: 2942624859204370432,18.3474,-inf,LSP,13182567000000.0,2.6113736E-12,5.604243,0.0,10.0,22.6322
4FGL J0612.8+4122,93.2218,41.3717,171.82712,10.927332,72.74319,5.0149045E-09,1.369465E-10,4.171102E-11,1.4887906E-12,LogParabola,1.9912364,0.017755235,1219.3676,1.8341779,0.03102738,0.110276885,0.014821366,0,bll,B3 0609+413,0.99993694,0.9792798,bllac,93.2132718292,41.3770578472,9.5E-08,RFC J0612+4122,Gaia DR2: 960134235305760896,16.9332,-inf,ISP,222843520000000.0,4.4812275E-12,64.14251,0.20038347,0.05976191,78.0836
4FGL J0615.3-3117,93.8394,-31.2853,238.34879,-20.856953,11.329841,3.730724E-10,4.818726E-11,4.144764E-12,5.3566976E-13,PowerLaw,2.072401,0.10106787,2460.536,2.0552733,0.11692741,0.03975826,0.06444164,0,bll,PKS 0613-312,0.9997112,0.95366657,bllac,93.8300491,-31.2893266944,4.1E-07,RFC J0615-3117,Gaia DR2: 2896018382368707328,17.538,-inf,ISP,316227770000000.0,8.2155566E-13,21.815302,0.5278474,0.20688279,39.5934
4FGL J0617.2+5701,94.3162,57.0249,157.42,18.093443,31.02694,1.0850556E-09,5.780191E-11,1.2058957E-11,6.362593E-13,PowerLaw,2.0799026,0.040339187,1779.5789,2.054917,0.04802199,0.029458508,0.02302023,0,bll,87GB 061258.1+570222,0.99991685,0.98994154,bzcat,94.3205107042,57.0212286667,6.8E-08,RFC J0617+5701,Gaia DR2: 998096317363339392,17.1955,-inf,LSP,57543993000000.0,3.7608154E-12,17.094925,0.16674002,0.07764253,72.7384
4FGL J0622.3-2605,95.5956,-26.0963,233.80554,-17.55592,41.457066,1.8744726E-09,8.437086E-11,2.1360063E-11,1.0436592E-12,PowerLaw,1.9353452,0.033191245,2223.0168,1.9002675,0.04156558,0.030461669,0.018459277,0,bll,PMN J0622-2605,0.9993728,0.98399466,rfc,95.5919319625,-26.0957334139,3.5E-07,RFC J0622-2605,Gaia DR2: 2899892550246347008,16.9366,0.414487,HSP,2466039200000000.0,4.063591E-12,104.73825,0.47416148,0.13601415,178.181
4FGL J0625.3+4439,96.3288,44.6648,169.77708,14.391395,19.858864,7.566844E-10,5.6884716E-11,8.438976E-12,6.232209E-13,PowerLaw,2.1118112,0.054925434,1795.1375,2.0558827,0.07437202,0.06717651,0.03927581,0,bll,GB6 J0625+4440,0.9998999,0.9654134,whsp2,96.3261057417,44.6671184472,9.5E-08,RFC J0625+4440,Gaia DR2: 959258512949818368,18.0848,-inf,LSP,20892960000000.0,3.265337E-12,22.306934,0.31100246,0.1207785,32.1631
4FGL J0630.9-2406,97.7414,-24.111,232.68361,-14.995303,69.97814,4.2298307E-09,1.314353E-10,4.176099E-11,1.7730384E-12,LogParabola,1.8235176,0.020084672,1725.0721,1.6704992,0.03596342,0.08693276,0.014625079,0,bll,TXS 0628-240,0.9999693,0.9862342,bllac,97.7480072125,-24.1128339444,2.8E-07,RFC J0630-2406,Gaia DR2: 2924241372682580608,15.8368,1.238,HSP,1778279400000000.0,5.6286985E-12,38.608143,0.18013985,0.058571942,83.0685
4FGL J0649.5-3139,102.3945,-31.6573,241.52538,-14.20933,15.997032,4.3990586E-10,5.6184175E-11,5.980297E-12,7.274743E-13,PowerLaw,1.696572,0.07811275,6550.61,1.5222138,0.14268419,0.13340378,0.07284828,0,bll,NVSS J064933-313917,0.9998398,0.99201024,whsp2,102.389994446,-31.6556299167,4.3E-06,RFC J0649-3139,Gaia DR2: 5583326608557456128,18.0867,0.563,,0.0,0.0,17.66176,0.42563808,0.19084437,113.232
4FGL J0650.7+2503,102.6986,25.0548,190.27982,11.001717,60.956642,3.1492575E-09,1.1235185E-10,3.8441035E-11,1.6833939E-12,LogParabola,1.736518,0.022302657,2063.2288,1.663268,0.028908461,0.034825794,0.012004078,0,bll,1ES 0647+250,0.999988,0.9971008,bllac,102.693709192,25.0498960083,1.4E-07,RFC J0650+2502,Gaia DR2: 3381527056083359744,15.4161,0.203,HSP,1.9952623E+16,1.5274042E-11,117.4256,0.38198695,0.108786196,288.057
4FGL J0653.7+2815,103.4285,28.265,187.57082,12.927382,15.585294,6.035835E-10,6.2867704E-11,3.723218E-12,4.8557306E-13,LogParabola,2.0347986,0.07020366,1971.2146,1.7159295,0.15566167,0.3218998,0.10302344,0,bll,GB6 J0653+2816,0.9986515,0.89725727,wise,103.434489721,28.2631372139,6.5E-07,RFC J0653+2815,Gaia DR2: 887504276746053120,18.1645,-inf,,0.0,0.0,8.6245,0.14213955,0.18786979,15.6713
4FGL J0654.7+4246,103.6856,42.7791,173.68152,18.609137,8.804098,2.980233E-10,4.7118802E-11,3.311398E-12,5.263948E-13,PowerLaw,2.075583,0.10908141,3065.8083,2.0136504,0.16048329,0.09733078,0.083317265,0,bll,B3 0651+428,0.99925345,0.9389544,bllac,103.681358042,42.7996488722,1.2E-07,RFC J0654+4247,Gaia DR2: 952015548820301440,17.5753,0.126,LSP,26001596000000.0,1.1802798E-12,7.094996,0.006563521,8.558175,111.618
4FGL J0656.3+4235,104.0918,42.5936,173.97351,18.826145,6.468008,2.0904792E-10,5.1920794E-11,2.3804598E-12,5.426184E-13,PowerLaw,1.9371257,0.15031822,5740.3965,1.8978268,0.19365755,0.06781714,0.091883786,0,bll,4C +42.22,0.9940975,0.9486065,bllac,104.044425312,42.6174309472,1.2E-07,RFC J0656+4237,Gaia DR2: 951997613036960000,17.4844,0.059,ISP,323593640000000.0,9.992658E-13,10.799379,0.29165217,0.40330392,91.828
4FGL J0700.5-6610,105.1293,-66.1803,276.76965,-23.760103,80.47279,4.8629816E-09,1.2481634E-10,4.311782E-11,1.397562E-12,LogParabola,2.0760942,0.017030904,973.547,1.9588286,0.027658062,0.08146379,0.0128197735,0,bll,PKS 0700-661,0.9999782,0.9869442,bzcat,105.1302248,-66.1792302333,1.8E-07,RFC J0700-6610,Gaia DR2: 5281841383512089216,15.3937,-inf,ISP,316227770000000.0,1.2309091E-11,243.3344,0.33219385,0.09159855,146.455
4FGL J0703.2-3914,105.8237,-39.2479,249.86345,-14.646179,14.750669,5.7589505E-10,5.65831E-11,6.401697E-12,6.282314E-13,PowerLaw,2.0832922,0.07002201,2263.945,2.0499284,0.089591935,0.068149894,0.04519677,0,bll,1RXS J070312.7-391417,0.99814606,0.9389458,at20g,105.802681971,-39.2385826111,6.9E-07,RFC J0703-3914,Gaia DR2: 5565391482262236928,17.54,-inf,LSP,76736150000000.0,1.7567744E-12,8.992914,0.19385813,0.17677884,49.0305
4FGL J0706.5+3744,106.63,37.7383,179.49692,18.988039,32.952232,1.1169361E-09,6.357679E-11,1.3367276E-11,8.4554293E-13,PowerLaw,1.8443094,0.039302286,2876.038,1.7739359,0.053578075,0.06461755,0.025375726,0,bll,GB6 J0706+3744,0.99991393,0.9753362,bzcat,106.632070917,37.7434462583,2.2E-07,RFC J0706+3744,Gaia DR2: 946251629693304320,17.3456,-inf,HSP,1770108900000000.0,2.7954453E-12,3.5144322,0.0,10.0,146.271
4FGL J0706.8+7742,106.7249,77.7002,136.76738,27.277351,38.687847,1.2846821E-09,6.177406E-11,1.07719545E-11,6.948526E-13,LogParabola,2.0446255,0.033276957,1228.537,1.8817018,0.057228416,0.10464842,0.027310347,0,bll,NVSS J070651+774137,0.9998397,0.93351465,bzcat,106.713893012,77.6936098583,2.2E-07,RFC J0706+7741,Gaia DR2: 1140075364800977536,17.7441,-inf,ISP,127350310000000.0,2.1467526E-12,125.24505,0.52180123,0.14738506,39.2483
4FGL J0706.9+6109,106.7319,61.1595,155.11508,25.367298,11.466577,2.955862E-10,3.6110608E-11,4.0427327E-12,4.415836E-13,PowerLaw,2.4340727,0.08752472,978.85785,2.4432967,0.08727627,-0.013468245,0.03960762,0,bll,TXS 0702+612,0.999268,0.97231764,bzcat,106.752565592,61.1698911111,1E-07,RFC J0707+6110,Gaia DR2: 1098957443852434048,17.4776,-inf,LSP,33113112000000.0,3.7242514E-12,19.107403,0.42782092,0.1710403,83.0393
4FGL J0709.1+2241,107.2769,22.6847,194.26213,13.833457,24.930449,1.0277945E-09,6.549701E-11,1.1416537E-11,7.281815E-13,PowerLaw,2.060462,0.046815086,1750.9668,2.0118392,0.059728477,0.051395394,0.030459536,0,bll,GB6 J0708+2241,0.9921619,0.0,bzcat,107.242872313,22.6931934639,9.7834295E-08,RFC J0708+2241,,16.7983,-inf,ISP,272270120000000.0,1.8049659E-12,68.30906,0.51340026,0.15301788,104.312
4FGL J0710.4+5908,107.6234,59.1352,157.40823,25.424812,24.065002,5.022514E-10,4.29369E-11,6.9481773E-12,6.29338E-13,PowerLaw,1.6799984,0.0540893,5221.189,1.6195042,0.07346323,0.04597023,0.0319666,0,bll,1H 0658+595,0.9999249,0.9966935,bllac,107.62528455,59.1389908889,2.3E-07,RFC J0710+5908,Gaia DR2: 990611155734118016,17.0849,0.125,HSP,5.2480745E+17,1.30919095E-11,26.547169,0.4075021,0.14559181,327.775
4FGL J0710.9+4733,107.7323,47.553,169.77303,22.798655,12.279168,3.5065048E-10,4.486323E-11,5.0628555E-12,6.2894075E-13,LogParabola,2.611053,0.07346135,603.59406,2.5148797,0.11113106,0.18644117,0.076849125,0,bll,S4 0707+47,0.9963893,0.9752517,bzcat,107.692103683,47.5364285083,6.8E-08,RFC J0710+4732,Gaia DR2: 977944193370433536,18.4649,1.292,LSP,7852356300000.0,1.003855E-12,65.29288,0.760034,0.22594051,10.0
4FGL J0712.7+5033,108.1876,50.5506,166.70547,23.867052,31.677263,1.100921E-09,5.913922E-11,1.2455446E-11,6.205263E-13,PowerLaw,2.169033,0.03856098,1301.8696,2.1462698,0.044499937,0.035118286,0.023212325,0,bll,GB6 J0712+5033,0.99990803,0.97700304,bllac,108.182014942,50.5563075833,8.2E-08,RFC J0712+5033,Gaia DR2: 980017941020542848,17.3249,0.502,LSP,14621772000000.0,3.7400894E-12,106.90593,0.50191677,0.14360388,154.615
4FGL J0718.6-4319,109.6719,-43.3287,254.91808,-13.656107,43.98848,2.2683226E-09,9.795767E-11,2.0601318E-11,1.2069337E-12,LogParabola,1.9225724,0.029165573,1655.1024,1.7840854,0.046955824,0.09028727,0.021216452,0,bll,PMN J0718-4319,0.99995553,0.9444586,bzcat,109.681782004,-43.3304794194,1.8E-06,RFC J0718-4319,Gaia DR2: 5559940687727807232,17.2621,-inf,ISP,912010900000000.0,2.5905322E-12,10.897897,0.088303044,0.06468526,75.1171
4FGL J0719.7-4012,109.9252,-40.2141,252.10336,-12.169499,13.150153,5.982861E-10,6.209205E-11,6.9032328E-12,7.022978E-13,PowerLaw,2.2166908,0.073444724,1617.6714,2.174012,0.097030446,0.07266331,0.04949203,0,bll,1RXS J071939.2-401153,0.99976736,0.96693903,bzcat,109.913258113,-40.1965004306,7.1E-06,RFC J0719-4011,Gaia DR2: 5561615106498626816,18.187,3.7E-05,,0.0,0.0,2.676892,0.0,10.0,35.4816
